Datum;Aanhef;Voornaam;Achternaam;Leeftijd;E-mailadres;Facebook;Google;Zorgkaart;Independer;"Vergelijk Mondzorg";"Aangepaste doorverwijzing";Kliniekoverzicht;Telefoonboek;"Uitgenodigd op";"Beoordeeld op"
04-10-2016;Dr.;Bill;Eastwood;60;Bill_Eastwood@gmail.com;0;0;0;0;0;1;1;1;"03-07-2016 01:45";"03-07-2016 01:45"
04-10-2016;Mr.;Roger;Peterson;0;Roger_Peterson@gmail.com;0;0;1;0;0;0;1;0;"02-07-2016 23:53";"02-07-2016 23:53"
04-10-2016;Dr.;George;Peterson;5;George_Peterson@gmail.com;0;0;0;0;0;0;0;0;"02-07-2016 21:45";"02-07-2016 21:45"
04-10-2016;Mr.;Andrew;Dent;25;Andrew_Dent@gmail.com;0;0;0;0;1;0;1;1;"02-07-2016 16:42";"02-07-2016 16:42"
04-10-2016;;John;Jackson;21;John_Jackson@gmail.com;1;0;1;0;1;0;0;0;"02-07-2016 16:42";"02-07-2016 16:42"
04-10-2016;;Jack;Burns;5;Jack_Burns@gmail.com;0;0;1;0;0;1;0;0;"02-07-2016 16:41";"02-07-2016 16:41"
04-10-2016;Mr.;Tom;Gordon;5;Tom_Gordon@gmail.com;1;0;0;1;1;1;1;1;"02-07-2016 14:42";"02-07-2016 14:42"
04-10-2016;Dr.;Roger;Burns;5;Roger_Burns@gmail.com;1;0;1;1;1;0;1;0;"02-07-2016 12:41";"02-07-2016 12:41"
04-10-2016;Mr.;Andrew;Smith;54;Andrew_Smith@gmail.com;0;1;1;1;1;0;0;1;"02-07-2016 10:44";"02-07-2016 10:44"
04-10-2016;Mr.;George;Clinton;5;George_Clinton@gmail.com;1;0;0;0;1;0;0;1;"02-07-2016 09:44";"02-07-2016 09:44"
04-10-2016;Dr.;Andrew;Jackson;35;Andrew_Jackson@gmail.com;0;0;0;0;0;0;0;0;"02-07-2016 07:44";"02-07-2016 07:44"
04-10-2016;Mr.;Sam;Clinton;54;Sam_Clinton@gmail.com;1;0;0;1;0;0;0;0;"02-07-2016 07:44";"02-07-2016 07:44"
04-10-2016;;Roger;Smith;18;Roger_Smith@gmail.com;0;1;1;0;1;1;1;0;"02-07-2016 07:42";"02-07-2016 07:42"
04-10-2016;;Sam;Burns;18;Sam_Burns@gmail.com;0;0;0;0;0;0;0;0;"02-07-2016 07:24";"02-07-2016 07:24"
04-10-2016;Mr.;Tom;Gordon;21;Tom_Gordon@gmail.com;1;0;0;1;1;0;0;1;"02-07-2016 07:24";"02-07-2016 07:24"
04-10-2016;Dr.;Tom;Doe;0;Tom_Doe@gmail.com;0;0;1;0;1;0;1;0;"02-07-2016 06:38";"02-07-2016 06:38"
04-10-2016;Dr.;Sam;Eastwood;25;Sam_Eastwood@gmail.com;0;0;0;1;1;1;0;0;"02-07-2016 06:27";"02-07-2016 06:27"
04-10-2016;;William;Gordon;21;William_Gordon@gmail.com;1;0;0;0;0;0;0;0;"02-07-2016 06:20";"02-07-2016 06:20"
04-10-2016;Dr.;Jack;Peterson;87;Jack_Peterson@gmail.com;1;1;0;0;0;0;1;0;"02-07-2016 05:42";"02-07-2016 05:42"
04-10-2016;Dr.;Jim;Burns;25;Jim_Burns@gmail.com;1;1;0;0;0;1;1;1;"02-07-2016 05:38";"02-07-2016 05:38"
04-10-2016;Mr.;Bill;Jackson;60;Bill_Jackson@gmail.com;0;0;0;0;0;0;0;0;"02-07-2016 05:24";"02-07-2016 05:24"
04-10-2016;Dr.;Jack;Dent;25;Jack_Dent@gmail.com;0;1;0;0;1;1;0;1;"02-07-2016 05:20";"02-07-2016 05:20"
04-10-2016;Mr.;Sam;Dent;35;Sam_Dent@gmail.com;0;0;0;1;0;0;0;0;"02-07-2016 04:44";"02-07-2016 04:44"
04-10-2016;Dr.;Jack;Doe;35;Jack_Doe@gmail.com;1;1;0;1;0;0;1;0;"02-07-2016 04:20";"02-07-2016 04:20"
04-10-2016;Mr.;Sam;Eastwood;16;Sam_Eastwood@gmail.com;0;0;0;0;0;1;0;0;"02-07-2016 04:20";"02-07-2016 04:20"
04-10-2016;Dr.;George;Dent;60;George_Dent@gmail.com;1;1;1;0;1;0;0;1;"02-07-2016 03:38";"02-07-2016 03:38"
04-10-2016;Mr.;Roger;Clinton;5;Roger_Clinton@gmail.com;1;1;0;0;0;0;0;0;"02-07-2016 03:27";"02-07-2016 03:27"
04-10-2016;;Roger;Smith;87;Roger_Smith@gmail.com;0;0;0;0;1;0;0;0;"02-07-2016 02:38";"02-07-2016 02:38"
04-10-2016;;Jack;Jackson;21;Jack_Jackson@gmail.com;0;0;0;1;0;1;0;0;"02-07-2016 02:27";"02-07-2016 02:27"
04-10-2016;Dr.;Bill;Eastwood;21;Bill_Eastwood@gmail.com;0;0;1;0;0;0;0;0;"02-07-2016 02:24";"02-07-2016 02:24"
04-10-2016;Mr.;Roger;Clinton;35;Roger_Clinton@gmail.com;0;0;0;0;0;0;0;0;"02-07-2016 01:24";"02-07-2016 01:24"
04-10-2016;;Roger;Peterson;87;Roger_Peterson@gmail.com;0;1;1;1;0;0;1;1;"02-07-2016 00:33";"02-07-2016 00:33"
04-10-2016;;William;Gordon;35;William_Gordon@gmail.com;0;0;1;0;1;1;1;0;"02-07-2016 00:27";"02-07-2016 00:27"
04-10-2016;Dr.;Jack;Burns;54;Jack_Burns@gmail.com;1;1;0;0;1;1;1;0;"02-07-2016 00:27";"02-07-2016 00:27"
04-10-2016;Dr.;Bill;Gordon;35;Bill_Gordon@gmail.com;1;1;0;0;0;0;0;1;"02-07-2016 00:24";"02-07-2016 00:24"
04-10-2016;;Tom;Peterson;60;Tom_Peterson@gmail.com;0;1;0;0;0;1;1;0;"02-07-2016 00:05";"02-07-2016 00:05"
04-10-2016;Dr.;Roger;Walker;54;Roger_Walker@gmail.com;1;1;0;1;1;1;0;1;"02-07-2016 00:05";"02-07-2016 00:05"
04-10-2016;Dr.;Jack;Smith;25;Jack_Smith@gmail.com;1;0;0;1;1;0;0;1;"01-07-2016 23:44";"01-07-2016 23:44"
04-10-2016;Dr.;Tom;Burns;21;Tom_Burns@gmail.com;1;0;1;1;1;0;1;1;"01-07-2016 23:44";"01-07-2016 23:44"
04-10-2016;;William;Jackson;87;William_Jackson@gmail.com;0;0;0;0;1;1;1;0;"01-07-2016 23:05";"01-07-2016 23:05"
04-10-2016;;Tom;Walker;87;Tom_Walker@gmail.com;0;0;1;0;0;1;0;0;"01-07-2016 22:54";"01-07-2016 22:54"
04-10-2016;Dr.;George;Clinton;35;George_Clinton@gmail.com;1;0;1;0;0;0;1;1;"01-07-2016 22:38";"01-07-2016 22:38"
04-10-2016;Mr.;Bill;Walker;18;Bill_Walker@gmail.com;0;1;0;1;1;0;1;0;"01-07-2016 22:20";"01-07-2016 22:20"
04-10-2016;Dr.;Tom;Doe;5;Tom_Doe@gmail.com;1;0;0;0;0;0;0;0;"01-07-2016 21:54";"01-07-2016 21:54"
04-10-2016;;Andrew;Burns;54;Andrew_Burns@gmail.com;0;0;1;0;0;1;1;1;"01-07-2016 21:27";"01-07-2016 21:27"
04-10-2016;Dr.;George;Dent;25;George_Dent@gmail.com;1;1;1;1;0;1;1;0;"01-07-2016 21:24";"01-07-2016 21:24"
04-10-2016;Mr.;Andrew;Doe;35;Andrew_Doe@gmail.com;0;1;1;0;0;0;0;1;"01-07-2016 20:54";"01-07-2016 20:54"
04-10-2016;Dr.;Jim;Gordon;21;Jim_Gordon@gmail.com;1;0;0;0;0;0;0;0;"01-07-2016 19:54";"01-07-2016 19:54"
04-10-2016;Dr.;George;Walker;21;George_Walker@gmail.com;0;0;0;0;0;0;0;0;"01-07-2016 18:33";"01-07-2016 18:33"
04-10-2016;Mr.;Roger;Clinton;87;Roger_Clinton@gmail.com;0;1;1;0;1;1;1;0;"01-07-2016 17:50";"01-07-2016 17:50"
04-10-2016;Dr.;Sam;Smith;54;Sam_Smith@gmail.com;0;0;0;0;0;0;0;0;"01-07-2016 16:50";"01-07-2016 16:50"
04-10-2016;Dr.;Bill;Dent;25;Bill_Dent@gmail.com;0;0;0;0;1;0;0;0;"01-07-2016 16:50";"01-07-2016 16:50"
04-10-2016;Mr.;Andrew;Smith;25;Andrew_Smith@gmail.com;0;0;0;0;0;0;1;0;"01-07-2016 16:33";"01-07-2016 16:33"
04-10-2016;;George;Clinton;60;George_Clinton@gmail.com;1;0;0;0;1;0;0;0;"01-07-2016 16:05";"01-07-2016 16:05"
04-10-2016;Dr.;Tom;Dent;21;Tom_Dent@gmail.com;0;1;0;1;0;0;0;0;"01-07-2016 16:05";"01-07-2016 16:05"
04-10-2016;;Andrew;Clinton;60;Andrew_Clinton@gmail.com;1;1;0;0;0;0;0;0;"01-07-2016 16:05";"01-07-2016 16:05"
04-10-2016;Mr.;John;Gordon;54;John_Gordon@gmail.com;1;1;0;0;0;0;0;1;"01-07-2016 14:54";"01-07-2016 14:54"
04-10-2016;;William;Burns;60;William_Burns@gmail.com;0;0;0;0;0;1;0;0;"01-07-2016 13:33";"01-07-2016 13:33"
04-10-2016;Dr.;Roger;Dent;5;Roger_Dent@gmail.com;0;0;1;1;1;1;0;0;"01-07-2016 12:50";"01-07-2016 12:50"
04-10-2016;Mr.;Bill;Peterson;5;Bill_Peterson@gmail.com;0;0;1;1;0;0;1;1;"01-07-2016 10:51";"01-07-2016 10:51"
04-10-2016;Mr.;Andrew;Burns;35;Andrew_Burns@gmail.com;0;1;1;1;1;0;1;0;"01-07-2016 10:50";"01-07-2016 10:50"
04-10-2016;;Tom;Burns;25;Tom_Burns@gmail.com;1;0;0;0;1;1;1;1;"01-07-2016 10:48";"01-07-2016 10:48"
04-10-2016;Mr.;Sam;Eastwood;0;Sam_Eastwood@gmail.com;0;0;0;0;0;0;0;0;"01-07-2016 10:02";"01-07-2016 10:02"
04-10-2016;Dr.;John;Walker;21;John_Walker@gmail.com;0;1;0;0;0;0;0;0;"01-07-2016 09:48";"01-07-2016 09:48"
04-10-2016;;Bill;Walker;54;Bill_Walker@gmail.com;0;0;0;1;0;1;0;1;"01-07-2016 08:02";"01-07-2016 08:02"
04-10-2016;Mr.;John;Jackson;21;John_Jackson@gmail.com;1;1;1;1;0;1;0;1;"01-07-2016 07:48";"01-07-2016 07:48"
04-10-2016;Dr.;Sam;Clinton;5;Sam_Clinton@gmail.com;1;1;1;0;0;1;1;0;"01-07-2016 07:02";"01-07-2016 07:02"
04-10-2016;Dr.;George;Dent;54;George_Dent@gmail.com;0;0;0;0;0;0;1;0;"01-07-2016 06:48";"01-07-2016 06:48"
04-10-2016;;Andrew;Eastwood;35;Andrew_Eastwood@gmail.com;0;0;0;1;0;0;0;0;"01-07-2016 06:48";"01-07-2016 06:48"
04-10-2016;Dr.;Jack;Dent;54;Jack_Dent@gmail.com;1;0;0;0;1;0;0;0;"01-07-2016 05:20";"01-07-2016 05:20"
04-10-2016;Dr.;Tom;Smith;18;Tom_Smith@gmail.com;0;1;1;0;0;0;0;0;"01-07-2016 05:20";"01-07-2016 05:20"
04-10-2016;;Jack;Peterson;21;Jack_Peterson@gmail.com;0;0;1;1;0;0;0;0;"01-07-2016 05:02";"01-07-2016 05:02"
04-10-2016;;Roger;Peterson;5;Roger_Peterson@gmail.com;0;0;0;1;0;0;0;1;"01-07-2016 04:48";"01-07-2016 04:48"
04-10-2016;Dr.;Roger;Gordon;25;Roger_Gordon@gmail.com;0;0;0;0;1;0;0;0;"01-07-2016 02:51";"01-07-2016 02:51"
04-10-2016;Mr.;John;Gordon;18;John_Gordon@gmail.com;1;0;0;0;1;0;0;0;"01-07-2016 02:20";"01-07-2016 02:20"
04-10-2016;Mr.;John;Gordon;60;John_Gordon@gmail.com;0;0;1;1;1;0;1;0;"01-07-2016 02:20";"01-07-2016 02:20"
04-10-2016;Mr.;Sam;Doe;21;Sam_Doe@gmail.com;1;1;1;1;0;1;0;1;"01-07-2016 01:02";"01-07-2016 01:02"
04-10-2016;Dr.;Jack;Burns;0;Jack_Burns@gmail.com;0;0;0;0;0;1;1;1;"01-07-2016 00:51";"01-07-2016 00:51"
04-10-2016;Dr.;William;Walker;5;William_Walker@gmail.com;1;1;1;0;1;1;0;0;"01-07-2016 00:16";"01-07-2016 00:16"
04-10-2016;;Andrew;Burns;0;Andrew_Burns@gmail.com;0;0;0;0;0;0;0;0;"01-07-2016 00:02";"01-07-2016 00:02"
04-10-2016;Mr.;William;Dent;21;William_Dent@gmail.com;1;0;0;0;1;1;0;1;"30-06-2016 23:20";"30-06-2016 23:20"
04-10-2016;Dr.;Jim;Gordon;35;Jim_Gordon@gmail.com;0;1;0;0;0;0;0;0;"30-06-2016 23:16";"30-06-2016 23:16"
04-10-2016;Mr.;John;Jackson;16;John_Jackson@gmail.com;1;0;0;1;0;0;1;0;"30-06-2016 20:20";"30-06-2016 20:20"
04-10-2016;;Bill;Burns;35;Bill_Burns@gmail.com;1;0;0;1;0;1;1;0;"30-06-2016 20:20";"30-06-2016 20:20"
04-10-2016;;William;Smith;0;William_Smith@gmail.com;0;0;0;0;0;0;1;0;"30-06-2016 20:16";"30-06-2016 20:16"
04-10-2016;Mr.;John;Burns;18;John_Burns@gmail.com;0;1;1;1;1;0;0;0;"30-06-2016 19:16";"30-06-2016 19:16"
04-10-2016;Mr.;Jack;Walker;16;Jack_Walker@gmail.com;1;0;1;0;1;1;1;0;"30-06-2016 18:16";"30-06-2016 18:16"
04-10-2016;Dr.;Tom;Doe;54;Tom_Doe@gmail.com;1;0;1;0;0;0;0;0;"30-06-2016 16:16";"30-06-2016 16:16"
04-10-2016;Mr.;Jim;Dent;35;Jim_Dent@gmail.com;0;1;0;0;0;1;0;1;"30-06-2016 07:16";"30-06-2016 07:16"
04-10-2016;;Bill;Doe;25;Bill_Doe@gmail.com;0;0;1;0;0;0;0;0;"30-06-2016 06:16";"30-06-2016 06:16"
04-10-2016;Dr.;John;Peterson;35;John_Peterson@gmail.com;1;0;0;0;1;1;1;0;"30-06-2016 05:47";"30-06-2016 05:47"
04-10-2016;Mr.;Roger;Doe;60;Roger_Doe@gmail.com;1;0;0;0;0;0;0;0;"30-06-2016 05:16";"30-06-2016 05:16"
04-10-2016;Dr.;Jack;Burns;5;Jack_Burns@gmail.com;0;1;1;0;0;1;0;1;"29-06-2016 22:47";"29-06-2016 22:47"
04-10-2016;Dr.;Tom;Peterson;60;Tom_Peterson@gmail.com;0;0;0;1;0;0;1;0;"29-06-2016 20:16";"29-06-2016 20:16"
04-10-2016;Mr.;Roger;Smith;35;Roger_Smith@gmail.com;0;0;1;0;1;1;1;1;"29-06-2016 18:47";"29-06-2016 18:47"
04-10-2016;Mr.;Tom;Jackson;54;Tom_Jackson@gmail.com;1;1;0;1;0;1;0;1;"29-06-2016 18:47";"29-06-2016 18:47"
04-10-2016;Dr.;Jim;Walker;87;Jim_Walker@gmail.com;0;0;1;0;0;1;0;1;"29-06-2016 12:30";"29-06-2016 12:30"
04-10-2016;Dr.;Jack;Smith;21;Jack_Smith@gmail.com;0;0;1;1;0;1;1;1;"29-06-2016 08:13";"29-06-2016 08:13"
04-10-2016;;George;Doe;5;George_Doe@gmail.com;0;1;0;1;0;1;0;1;"29-06-2016 05:13";"29-06-2016 05:13"
04-10-2016;;Andrew;Gordon;0;Andrew_Gordon@gmail.com;1;1;1;0;0;1;1;0;"29-06-2016 04:13";"29-06-2016 04:13"
04-10-2016;Dr.;Jim;Doe;16;Jim_Doe@gmail.com;0;1;0;0;1;1;0;1;"29-06-2016 04:08";"29-06-2016 04:08"
04-10-2016;Dr.;Sam;Burns;54;Sam_Burns@gmail.com;0;0;0;1;1;0;0;0;"29-06-2016 01:13";"29-06-2016 01:13"
04-10-2016;;Roger;Peterson;5;Roger_Peterson@gmail.com;0;0;0;0;0;0;0;0;"28-06-2016 23:13";"28-06-2016 23:13"
04-10-2016;;Roger;Burns;60;Roger_Burns@gmail.com;0;0;0;0;0;0;0;0;"28-06-2016 21:57";"28-06-2016 21:57"
04-10-2016;Mr.;Sam;Gordon;5;Sam_Gordon@gmail.com;0;0;0;0;0;1;0;0;"28-06-2016 21:13";"28-06-2016 21:13"
04-10-2016;Dr.;Bill;Jackson;54;Bill_Jackson@gmail.com;1;0;0;0;1;0;1;0;"28-06-2016 19:57";"28-06-2016 19:57"
04-10-2016;Dr.;William;Dent;21;William_Dent@gmail.com;0;0;0;0;0;1;0;0;"28-06-2016 19:57";"28-06-2016 19:57"
04-10-2016;Mr.;Bill;Burns;0;Bill_Burns@gmail.com;0;1;1;0;1;1;0;1;"28-06-2016 14:57";"28-06-2016 14:57"
04-10-2016;;Sam;Eastwood;0;Sam_Eastwood@gmail.com;0;0;0;0;0;1;1;1;"28-06-2016 12:42";"28-06-2016 12:42"
04-10-2016;Dr.;Andrew;Gordon;54;Andrew_Gordon@gmail.com;0;0;0;1;1;1;0;1;"28-06-2016 11:42";"28-06-2016 11:42"
04-10-2016;;Sam;Walker;5;Sam_Walker@gmail.com;0;0;0;0;0;1;0;0;"28-06-2016 10:42";"28-06-2016 10:42"
04-10-2016;Dr.;George;Gordon;21;George_Gordon@gmail.com;0;1;1;1;1;1;0;1;"28-06-2016 10:19";"28-06-2016 10:19"
04-10-2016;Mr.;William;Peterson;21;William_Peterson@gmail.com;0;0;1;0;0;0;1;1;"28-06-2016 09:42";"28-06-2016 09:42"
04-10-2016;;Roger;Gordon;0;Roger_Gordon@gmail.com;1;0;1;1;0;1;1;0;"28-06-2016 09:42";"28-06-2016 09:42"
04-10-2016;;George;Burns;0;George_Burns@gmail.com;0;0;0;0;0;1;0;1;"28-06-2016 06:42";"28-06-2016 06:42"
04-10-2016;Mr.;George;Smith;18;George_Smith@gmail.com;0;0;0;1;0;0;0;0;"28-06-2016 06:42";"28-06-2016 06:42"
04-10-2016;Mr.;John;Eastwood;60;John_Eastwood@gmail.com;0;1;0;0;1;1;0;0;"28-06-2016 06:19";"28-06-2016 06:19"
04-10-2016;;Jim;Dent;21;Jim_Dent@gmail.com;1;0;1;0;1;1;0;0;"28-06-2016 05:19";"28-06-2016 05:19"
04-10-2016;Mr.;Bill;Doe;18;Bill_Doe@gmail.com;0;1;1;1;0;1;0;1;"28-06-2016 05:02";"28-06-2016 05:02"
04-10-2016;;Sam;Peterson;21;Sam_Peterson@gmail.com;0;1;0;1;0;0;1;1;"28-06-2016 05:02";"28-06-2016 05:02"
04-10-2016;Mr.;George;Burns;25;George_Burns@gmail.com;0;0;1;0;1;0;0;1;"28-06-2016 04:42";"28-06-2016 04:42"
04-10-2016;Dr.;Bill;Eastwood;21;Bill_Eastwood@gmail.com;0;0;1;0;0;1;1;0;"28-06-2016 04:42";"28-06-2016 04:42"
04-10-2016;Dr.;Bill;Walker;5;Bill_Walker@gmail.com;0;0;0;0;0;0;1;0;"28-06-2016 04:19";"28-06-2016 04:19"
04-10-2016;Mr.;William;Dent;18;William_Dent@gmail.com;1;0;1;1;0;1;0;1;"28-06-2016 04:02";"28-06-2016 04:02"
04-10-2016;Dr.;John;Doe;87;John_Doe@gmail.com;0;1;0;0;1;0;0;0;"28-06-2016 02:19";"28-06-2016 02:19"
04-10-2016;Dr.;John;Smith;0;John_Smith@gmail.com;1;1;1;0;0;1;0;0;"28-06-2016 02:19";"28-06-2016 02:19"
04-10-2016;Mr.;George;Gordon;21;George_Gordon@gmail.com;0;1;1;1;0;1;0;0;"28-06-2016 02:02";"28-06-2016 02:02"
04-10-2016;Dr.;John;Burns;87;John_Burns@gmail.com;0;0;0;0;0;0;0;0;"28-06-2016 01:19";"28-06-2016 01:19"
04-10-2016;Mr.;Jack;Eastwood;18;Jack_Eastwood@gmail.com;1;0;1;0;0;0;1;0;"28-06-2016 00:02";"28-06-2016 00:02"
04-10-2016;Mr.;John;Walker;18;John_Walker@gmail.com;1;1;1;0;1;1;1;0;"27-06-2016 23:02";"27-06-2016 23:02"
04-10-2016;Dr.;Tom;Dent;18;Tom_Dent@gmail.com;1;0;0;0;1;0;0;0;"27-06-2016 22:39";"27-06-2016 22:39"
04-10-2016;Mr.;Tom;Eastwood;60;Tom_Eastwood@gmail.com;0;0;0;0;0;0;0;0;"27-06-2016 22:22";"27-06-2016 22:22"
04-10-2016;;Jack;Burns;54;Jack_Burns@gmail.com;1;1;1;1;0;0;1;0;"27-06-2016 20:43";"27-06-2016 20:43"
04-10-2016;;Bill;Smith;0;Bill_Smith@gmail.com;1;1;1;0;1;0;1;1;"27-06-2016 20:39";"27-06-2016 20:39"
04-10-2016;Dr.;Tom;Gordon;21;Tom_Gordon@gmail.com;0;1;1;1;0;1;0;0;"27-06-2016 19:56";"27-06-2016 19:56"
04-10-2016;;George;Walker;25;George_Walker@gmail.com;0;1;0;0;0;0;1;1;"27-06-2016 18:43";"27-06-2016 18:43"
04-10-2016;Dr.;John;Burns;60;John_Burns@gmail.com;1;0;1;0;0;1;0;1;"27-06-2016 18:43";"27-06-2016 18:43"
04-10-2016;;Roger;Smith;25;Roger_Smith@gmail.com;0;0;0;1;0;0;0;0;"27-06-2016 18:22";"27-06-2016 18:22"
04-10-2016;Dr.;Jim;Smith;16;Jim_Smith@gmail.com;0;0;0;0;1;1;1;1;"27-06-2016 18:22";"27-06-2016 18:22"
04-10-2016;;John;Jackson;18;John_Jackson@gmail.com;0;1;0;0;0;0;0;0;"27-06-2016 18:21";"27-06-2016 18:21"
04-10-2016;;Sam;Peterson;5;Sam_Peterson@gmail.com;0;0;0;0;0;0;0;0;"27-06-2016 18:02";"27-06-2016 18:02"
04-10-2016;Mr.;John;Clinton;5;John_Clinton@gmail.com;0;0;1;1;0;0;0;0;"27-06-2016 17:22";"27-06-2016 17:22"
04-10-2016;Mr.;Roger;Peterson;60;Roger_Peterson@gmail.com;1;0;0;0;1;1;0;1;"27-06-2016 17:22";"27-06-2016 17:22"
04-10-2016;Mr.;Tom;Walker;21;Tom_Walker@gmail.com;1;1;0;1;1;1;1;1;"27-06-2016 16:45";"27-06-2016 16:45"
04-10-2016;Mr.;Andrew;Dent;16;Andrew_Dent@gmail.com;0;0;0;0;1;0;0;0;"27-06-2016 16:45";"27-06-2016 16:45"
04-10-2016;Dr.;Tom;Doe;16;Tom_Doe@gmail.com;0;0;0;1;1;0;1;1;"27-06-2016 15:22";"27-06-2016 15:22"
04-10-2016;;Jim;Eastwood;0;Jim_Eastwood@gmail.com;0;1;0;1;0;1;0;0;"27-06-2016 15:21";"27-06-2016 15:21"
04-10-2016;Mr.;Tom;Walker;87;Tom_Walker@gmail.com;0;0;0;0;0;1;0;0;"27-06-2016 14:22";"27-06-2016 14:22"
04-10-2016;Mr.;John;Jackson;35;John_Jackson@gmail.com;1;1;0;1;1;0;1;1;"27-06-2016 14:22";"27-06-2016 14:22"
04-10-2016;Dr.;Bill;Dent;54;Bill_Dent@gmail.com;0;1;1;1;1;0;0;1;"27-06-2016 14:21";"27-06-2016 14:21"
04-10-2016;Mr.;William;Walker;16;William_Walker@gmail.com;0;0;1;0;1;0;1;0;"27-06-2016 13:43";"27-06-2016 13:43"
04-10-2016;Dr.;John;Burns;87;John_Burns@gmail.com;1;0;1;1;1;1;0;0;"27-06-2016 13:43";"27-06-2016 13:43"
04-10-2016;Dr.;Jim;Peterson;5;Jim_Peterson@gmail.com;0;1;0;1;1;0;1;0;"27-06-2016 13:42";"27-06-2016 13:42"
04-10-2016;Dr.;Roger;Walker;87;Roger_Walker@gmail.com;1;1;1;1;1;0;0;0;"27-06-2016 13:39";"27-06-2016 13:39"
04-10-2016;Mr.;Sam;Clinton;21;Sam_Clinton@gmail.com;0;1;1;1;1;0;1;1;"27-06-2016 13:21";"27-06-2016 13:21"
04-10-2016;Mr.;George;Smith;5;George_Smith@gmail.com;0;0;0;1;0;0;0;0;"27-06-2016 12:43";"27-06-2016 12:43"
04-10-2016;;Andrew;Walker;0;Andrew_Walker@gmail.com;1;1;0;1;0;0;1;1;"27-06-2016 11:22";"27-06-2016 11:22"
04-10-2016;Mr.;Tom;Eastwood;60;Tom_Eastwood@gmail.com;0;0;1;1;0;0;0;0;"27-06-2016 10:45";"27-06-2016 10:45"
04-10-2016;;Roger;Jackson;25;Roger_Jackson@gmail.com;1;0;1;0;0;1;0;0;"27-06-2016 10:45";"27-06-2016 10:45"
04-10-2016;Mr.;John;Smith;35;John_Smith@gmail.com;0;0;0;0;0;0;0;0;"27-06-2016 10:21";"27-06-2016 10:21"
04-10-2016;Mr.;George;Burns;25;George_Burns@gmail.com;0;1;0;0;1;1;0;1;"27-06-2016 10:21";"27-06-2016 10:21"
04-10-2016;;Tom;Peterson;60;Tom_Peterson@gmail.com;0;0;0;0;0;0;0;0;"27-06-2016 09:45";"27-06-2016 09:45"
04-10-2016;Dr.;Sam;Doe;0;Sam_Doe@gmail.com;1;0;0;1;1;1;0;1;"27-06-2016 08:42";"27-06-2016 08:42"
04-10-2016;;Sam;Smith;60;Sam_Smith@gmail.com;0;0;0;0;0;0;0;0;"27-06-2016 08:42";"27-06-2016 08:42"
04-10-2016;Mr.;Roger;Gordon;18;Roger_Gordon@gmail.com;0;0;0;0;0;0;0;0;"27-06-2016 08:21";"27-06-2016 08:21"
04-10-2016;Mr.;Jack;Burns;25;Jack_Burns@gmail.com;0;0;1;0;0;0;0;1;"27-06-2016 07:47";"27-06-2016 07:47"
04-10-2016;Dr.;Jim;Clinton;21;Jim_Clinton@gmail.com;0;0;1;0;1;1;0;0;"27-06-2016 06:45";"27-06-2016 06:45"
04-10-2016;Dr.;Andrew;Burns;87;Andrew_Burns@gmail.com;0;1;0;1;1;1;0;0;"27-06-2016 06:45";"27-06-2016 06:45"
04-10-2016;Mr.;John;Burns;87;John_Burns@gmail.com;1;1;0;0;1;1;1;1;"27-06-2016 04:42";"27-06-2016 04:42"
04-10-2016;;Jack;Doe;21;Jack_Doe@gmail.com;1;0;1;1;0;0;0;1;"27-06-2016 04:29";"27-06-2016 04:29"
04-10-2016;;George;Burns;87;George_Burns@gmail.com;0;1;1;1;1;1;0;0;"27-06-2016 04:29";"27-06-2016 04:29"
04-10-2016;Mr.;William;Burns;18;William_Burns@gmail.com;0;1;1;0;0;0;1;0;"27-06-2016 02:37";"27-06-2016 02:37"
04-10-2016;;Andrew;Jackson;54;Andrew_Jackson@gmail.com;1;0;0;1;0;0;1;1;"27-06-2016 02:37";"27-06-2016 02:37"
04-10-2016;Mr.;Roger;Gordon;60;Roger_Gordon@gmail.com;0;0;0;0;0;1;1;0;"27-06-2016 02:29";"27-06-2016 02:29"
04-10-2016;Mr.;Roger;Doe;54;Roger_Doe@gmail.com;0;0;0;0;0;1;0;0;"27-06-2016 01:37";"27-06-2016 01:37"
04-10-2016;Mr.;Andrew;Walker;5;Andrew_Walker@gmail.com;0;1;0;1;1;0;0;0;"27-06-2016 00:47";"27-06-2016 00:47"
04-10-2016;Dr.;Sam;Jackson;60;Sam_Jackson@gmail.com;0;1;0;0;1;0;1;0;"26-06-2016 23:16";"26-06-2016 23:16"
04-10-2016;Dr.;Jack;Burns;60;Jack_Burns@gmail.com;0;0;0;0;1;0;0;0;"26-06-2016 22:47";"26-06-2016 22:47"
04-10-2016;Mr.;William;Walker;54;William_Walker@gmail.com;1;0;1;1;0;0;1;0;"26-06-2016 22:47";"26-06-2016 22:47"
04-10-2016;Mr.;Tom;Eastwood;16;Tom_Eastwood@gmail.com;0;0;1;1;0;0;0;0;"26-06-2016 22:47";"26-06-2016 22:47"
04-10-2016;Mr.;Bill;Gordon;35;Bill_Gordon@gmail.com;1;0;1;0;1;0;0;0;"26-06-2016 22:47";"26-06-2016 22:47"
04-10-2016;Dr.;Jim;Gordon;25;Jim_Gordon@gmail.com;1;0;0;0;0;0;1;1;"26-06-2016 22:16";"26-06-2016 22:16"
